ECInstanceId,ECClassId,UserLabel,category,Material,Volume,unit,height
0xb00000034f4,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169063,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034f5,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169134,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034f6,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169177,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034f7,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169244,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034f8,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169303,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034fa,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169520,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034fb,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169522,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034fc,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169524,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034fd,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169526,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034fe,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169528,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb00000034ff,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169530,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003500,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169532,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003501,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169670,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003502,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169772,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003503,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169845,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003504,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:169990,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003505,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:170051,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003506,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:170110,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003507,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:170167,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003508,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:170226,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000350a,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173847,S-_COLN----_E,Metal - Steel - 345 MPa,0.271581659999985,m3,NULL
0xb000000350b,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173870,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000350c,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173872,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000350d,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173874,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000350f,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173901,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003511,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173903,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003512,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:173905,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003513,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:174344,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003515,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:174346,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003516,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179436,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003517,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179484,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003518,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179543,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003519,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179586,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb000000351a,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179637,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000351b,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179692,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb000000351c,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179737,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb000000351d,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:179792,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb000000351f,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:185260,S-_COLN----_E,Metal - Steel - 345 MPa,0.270970370134888,m3,NULL
0xb0000003521,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:185663,S-_COLN----_E,Metal - Steel - 345 MPa,0.270917458897295,m3,NULL
0xb000000352b,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:189672,S-_COLN----_E,Metal - Steel - 345 MPa,0.24252354,m3,NULL
0xb000000352c,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:189880,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000352d,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:189927,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000352f,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190004,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003530,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190061,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003531,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190150,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003532,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190339,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003533,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190455,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003534,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190496,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003535,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190583,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003536,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190622,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003537,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190737,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003538,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190786,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003539,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190933,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000353a,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:190994,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000353b,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191055,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb000000353c,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191116,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000353d,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191181,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000353e,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191294,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb000000353f,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191381,S-_COLN----_E,Metal - Steel - 345 MPa,0.274934519999985,m3,NULL
0xb0000003540,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191436,S-_COLN----_E,Metal - Steel - 345 MPa,0.272699279999986,m3,NULL
0xb0000003541,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191694,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003542,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191757,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003543,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191818,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003544,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191905,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003545,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:191969,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003546,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192016,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003547,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192089,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003548,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192162,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003549,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192266,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000354a,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192313,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000354b,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192372,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb000000354c,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192427,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000354d,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192474,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb000000354e,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192545,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb000000354f,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192588,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003550,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:192655,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003551,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204527,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003553,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204529,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003554,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204531,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003555,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204557,S-_COLN----_E,Metal - Steel - 345 MPa,0.246994019999985,m3,NULL
0xb0000003556,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204559,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003557,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204561,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb0000003558,IFCDynamic.IfcColumn,UC-Universal Column-Column:356x368x177UC:204563,S-_COLN----_E,Metal - Steel - 345 MPa,0.249229259999985,m3,NULL
0xb000000355b,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:208780,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,31.1671893261796,m3,1.5000000000006601
0xb000000355d,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:208909,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,42.4115006478839,m3,1.5000000000006601
0xb000000355f,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209046,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,22.3619525562201,m3,1.5000000000006601
0xb0000003562,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209229,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,22.5547720421971,m3,1.5000000000006601
0xb0000003565,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209396,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,42.2208696622218,m3,1.5000000000006601
0xb0000003567,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209496,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,2.7435503724426,m3,1.5000000000006601
0xb0000003569,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209558,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,8.7530625000064,m3,1.5000000000006601
0xb000000356b,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 375mm Concrete w_step:209599,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,2.53395962562114,m3,1.5000000000006601
0xb000000356e,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:209726,S-_COLN----_E,Concrete - Cast-in-Place Concrete,0.946922573346953,m3,NULL
0xb0000003570,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:209800,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.1140624999988,m3,NULL
0xb0000003572,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:209901,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406249999882,m3,NULL
0xb0000003574,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210004,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000004,m3,NULL
0xb0000003576,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210085,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000118,m3,NULL
0xb0000003578,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210154,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000343,m3,NULL
0xb000000357a,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210231,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000232,m3,NULL
0xb000000357c,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210320,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000115,m3,NULL
0xb000000357e,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210448,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999796,m3,NULL
0xb0000003580,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210483,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.01087695312452,m3,NULL
0xb0000003582,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210560,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999822,m3,NULL
0xb0000003584,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210639,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999927,m3,NULL
0xb0000003586,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210712,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999851,m3,NULL
0xb0000003588,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210791,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999946,m3,NULL
0xb000000358a,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:210854,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06406249999954,m3,NULL
0xb000000358c,IFCDynamic.IfcColumn,Concrete Fndn Pier at Corner_15 degrees:Concrete Fndn Pier at Corner_15 degrees:210925,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.17977228076297,m3,NULL
0xb000000358e,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211065,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406250000077,m3,NULL
0xb0000003590,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211148,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406249999938,m3,NULL
0xb0000003592,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211227,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406249999799,m3,NULL
0xb0000003594,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211302,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406249999939,m3,NULL
0xb0000003596,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211371,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.11406249999944,m3,NULL
0xb0000003598,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211460,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.1140625000001,m3,NULL
0xb000000359a,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211529,S-_COLN----_E,Concrete - Cast-in-Place Concrete,0.949744982197567,m3,NULL
0xb000000359c,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211630,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06479061280438,m3,NULL
0xb000000359e,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211699,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06466079177885,m3,NULL
0xb00000035a0,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211770,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06418824666826,m3,NULL
0xb00000035a2,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211833,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.2223185966759,m3,NULL
0xb00000035a4,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211904,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.12125000000006,m3,NULL
0xb00000035a6,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:211971,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.12124999999876,m3,NULL
0xb00000035a8,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:212048,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.22031556319926,m3,NULL
0xb00000035aa,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:212121,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06525792576507,m3,NULL
0xb00000035ac,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:212192,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.0652530996016,m3,NULL
0xb00000035ae,IFCDynamic.IfcColumn,M_Concrete-Rectangular-Column:1150 x 1250mm:212271,S-_COLN----_E,Concrete - Cast-in-Place Concrete,1.06425526160992,m3,NULL
0xb000000371a,IFCDynamic.IfcColumn,Concrete Fndn Pier at Corner_15 degrees:Concrete Fndn Pier at Corner_15 degrees:224391,S-_COLN----_E,Concrete - Cast-in-Place Concrete,2.29170213080717,m3,NULL
0xb000000372e,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:248034,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,9.14399999999996,m3,1.27
0xb000000372f,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:248103,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,9.14400000000004,m3,1.27
0xb0000003733,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:248335,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,0.417299999999999,m3,1.07
0xb0000003734,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:248389,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.0593,m3,1.07
0xb0000003735,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:248436,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,0.321000000000001,m3,1.07
0xb0000003742,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 200mm Concrete - Retaining:249037,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,0.285646681790866,m3,1.03396098424295
0xb0000003743,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 200mm Concrete - Retaining:249615,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,0.285646681790866,m3,1.03396098424295
0xb00000037dd,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:254852,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.71414000000106,m3,1.07000000000066
0xb00000037de,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:254947,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.96516200000121,m3,1.07000000000066
0xb00000037df,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:255006,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.61784000000101,m3,1.07000000000066
0xb00000037e0,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:255061,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.86886200000115,m3,1.07000000000066
0xb00000037e1,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:255162,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,1.52154000000095,m3,1.07000000000066
0xb00000037e2,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:255221,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,2.59368000000161,m3,1.07000000000066
0xb00000037e3,IFCDynamic.IfcWallStandardCase_bearing,Basic Wall:Foundation - 300mm Concrete - Retaining:255223,S-_WALLSTRU_E,Concrete - Cast-in-Place Concrete,0.996384000000625,m3,1.07000000000066
